#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
985	KAI7838737.1	3076.A0A2P6TU89	93.2	1816.6	C2E21_3715	Plasma-membrane proton-efflux P-type ATPase isoform A; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family.
986	KAI7845081.1	3076.A0A2P6TLF4	92.7	598.6	C2E21_6449	RNA pseudouridine synthase 5 isoform X2 isoform A.
987	KAI7836379.1	3076.A0A2P6TZ96	89.6	772.3	C2E21_2627	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial; Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit.
988	KAI7838296.1	3076.A0A2P6TKW1	76.3	1357.4	C2E21_6368	Cysteine synthase; Belongs to the cysteine synthase/cystathionine beta- synthase family.
989	KAI7844654.1	3076.A0A2P6U0Q2	85.3	1344.3	C2E21_1934	Histidyl-tRNA synthetase isoform C.
990	KAI7843303.1	3076.A0A2P6U365	82.9	1459.9	C2E21_0699	Zn2+-binding dehydrogenase.
991	KAI7844207.1	3076.A0A2P6TTA7	90.0	471.9	C2E21_3887	Defective in cullin neddylation protein; Neddylation of cullins play an essential role in the regulation of SCF-type complexes activity.
992	KAI7843883.1	3076.A0A2P6TQN4	82.0	1649.4	C2E21_5231	Phophatdylinositol 4-kinase; Belongs to the PI3/PI4-kinase family.
993	KAI7843221.1	3076.A0A2P6TI34	80.4	2281.5	C2E21_7303	ABC transporter isoform B.
994	KAI7844093.1	3076.A0A2P6TRI5	94.0	345.1	C2E21_4471	Domain-containing.
995	KAI7843691.1	3076.A0A2P6TVE5	83.5	683.3	C2E21_3430	Mg-protoporphyrin IX chelatase; Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg-protoporphyrin IX. Belongs to the Mg-chelatase subunits D/I family.
996	KAI7840433.1	3076.A0A2P6TIU0	76.7	2561.2	C2E21_6932	Cytochrome P450 chloroplastic isoform B.
997	KAI7840789.1	3076.A0A2P6TTH7	69.1	823.2	C2E21_4014	Alkylated DNA repair alkB-like protein 8.
998	KAI7840579.1	3076.A0A2P6TEJ6	88.0	1562.4	C2E21_8434	Nitrate reductase.
999	KAI7842465.1	3076.A0A2P6TP65	86.7	1431.0	C2E21_5500	Bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like; Belongs to the CRISP family.
1000	KAI7843295.1	3076.A0A2P6U2M8	86.9	1015.4	C2E21_0703	Malate synthase; Belongs to the malate synthase family.
1001	KAI7837257.1	3076.A0A2P6TY18	97.4	799.7	C2E21_2028	Delta-1-pyrroline-5-carboxylate synthase B-like isoform X1.
1002	KAI7837992.1	3076.A0A2P6U551	90.8	788.9	C2E21_0650	Glycerol-3-phosphate acyltransferase 3-like.
1003	KAI7836143.1	3076.A0A2P6THL0	89.6	922.5	C2E21_7468	Serine carboxypeptidase; Belongs to the peptidase S10 family.
1004	KAI7837115.1	3076.A0A2P6TZ91	92.5	431.0	C2E21_2342	6-phosphogluconate dehydrogenase, decarboxylating; Belongs to the 6-phosphogluconate dehydrogenase family.
1005	KAI7841940.1	3076.A0A2P6U197	94.2	735.3	C2E21_1559	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit; Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol- pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across t [...] 
1006	KAI7842066.1	3076.A0A2P6TLZ8	92.4	715.3	C2E21_6009	Uroporphyrinogen decarboxylase; Belongs to the uroporphyrinogen decarboxylase family.
1007	KAI7836386.1	3076.A0A2P6TZC4	88.8	1039.6	C2E21_2621	Type-II calcium-dependent NADH dehydrogenase isoform B.
1008	KAI7836847.1	3076.A0A2P6TL84	68.6	1362.4	C2E21_6119	E3 ubiquitin-ligase UPL6.
1009	KAI7842911.1	3076.A0A2P6TDT5	74.4	823.5	C2E21_8646	Amine oxidase.
1010	KAI7840021.1	3076.A0A2P6TJZ7	94.8	632.9	C2E21_6638	Putative voltage-gated potassium channel subunit beta.
1011	KAI7838314.1	3076.A0A2P6TKZ9	95.0	913.7	C2E21_6378	Putative phenylalanine--tRNA ligase alpha subunit.
1012	KAI7837113.1	3076.A0A2P6TZ91	99.3	816.2	C2E21_2342	6-phosphogluconate dehydrogenase, decarboxylating; Belongs to the 6-phosphogluconate dehydrogenase family.
1013	KAI7841390.1	3076.A0A2P6U1C6	92.4	1350.5	C2E21_1689	O-acyltransferase.
1014	KAI7837925.1	3076.A0A2P6TKS4	61.6	531.9	C2E21_6342	Tyrosine--tRNA ligase.
1015	KAI7838730.1	3076.A0A2P6TU66	86.3	417.9	C2E21_3736	Gamma carbonic anhydrase mitochondrial.
1016	KAI7840880.1	3076.A0A2P6TZV7	88.3	776.2	C2E21_1807	3-ketoacyl-thiolase peroxisomal; Belongs to the thiolase-like superfamily. Thiolase family.
1017	KAI7844436.1	3076.A0A2P6TTG2	97.5	543.1	C2E21_4328	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial; Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q).
1018	KAI7843779.1	3076.A0A2P6TPY4	84.0	447.6	C2E21_4883	Coiled-coil domain-containing 61-like isoform X1.
1019	KAI7844619.1	3076.A0A2P6U087	78.1	550.4	C2E21_1905	Choline ethanolamine kinase.
1020	KAI7841895.1	3076.A0A2P6U083	85.9	2089.7	C2E21_1607	Lipoxygenase homology domain-containing 1 isoform B.
1020	KAI7841895.1	3076.A0A2P6U083	100.0	52.0	C2E21_1607	Lipoxygenase homology domain-containing 1 isoform B.
1021	KAI7838536.1	3076.A0A2P6TJF5	75.1	635.6	C2E21_7145	Geranyl diphosphate synthase; Belongs to the FPP/GGPP synthase family.
1022	KAI7835796.1	3076.A0A2P6TR77	96.1	364.4	C2E21_4554	Gamma carbonic anhydrase-like mitochondrial.
1023	KAI7841103.1	3076.A0A2P6TVQ0	90.6	805.8	C2E21_2762	Phosphoglycerate kinase; Belongs to the phosphoglycerate kinase family.
1024	KAI7842935.1	3076.A0A2P6TJP6	89.2	382.5	C2E21_6607	2-cys peroxiredoxin.
1025	KAI7840454.1	3076.A0A2P6TJ61	93.3	2530.4	C2E21_6945	ABC multidrug resistance associated.
1026	KAI7836950.1	3076.A0A2P6TU02	88.3	968.8	C2E21_4182	Malic enzyme.
1027	KAI7844023.1	3076.A0A2P6TYY7	67.3	255.4	C2E21_2586	Sulfatase.
1028	KAI7842995.1	3076.A0A2P6THF3	81.1	294.3	C2E21_7530	Peptide-methionine (R)-S-oxide reductase; Catalyzes the reduction of methionine sulfoxide (MetSO) to methionine in proteins. Plays a protective role against oxidative stress by restoring activity to proteins that have been inactivated by methionine oxidation. MSRB family specifically reduces the MetSO R- enantiomer.
1029	KAI7837687.1	3076.A0A2P6TMW9	87.4	805.8	C2E21_5719	NADH dehydrogenase.
1030	KAI7836632.1	3076.A0A2P6U0R3	96.5	1359.4	C2E21_1772	Acetyl-coenzyme A synthetase.
1031	KAI7838277.1	3076.A0A2P6TQL9	83.9	864.8	C2E21_4993	Aldehyde dehydrogenase; Belongs to the aldehyde dehydrogenase family.
1032	KAI7838151.1	3076.A0A2P6TDB7	97.3	560.8	C2E21_8806	Dihydrolipoyl dehydrogenase.
1033	KAI7842350.1	3076.A0A2P6TYW8	78.5	1145.6	C2E21_2099	NADH:ubiquinone oxidoreductase 24 kDa subunit.
